t a t t e r d e m a l i o n	""" t { t @ d @ ' m 1 l j @ n"	t @2 t R d I0 m e1 l y0 x n
t a t t l e	' t { t P	t @1 t L
t a t t o o	t @ ' t u	t @0 t u1
t a u g h t	' t $ t	t c1 t
t a u n t	' t $ n t	t c1 n t
t a u r u s	' t $ r @ s	t c1 r x0 s
t a u t	' t $ t	t c1 t
t a v e r n	' t { v @ n	t @1 v R n
t a w d r y	' t $ d r I	t c1 d r i0
t a w n y	' t $ n I	t c1 n i0
t a x	' t { k s	t @1 X
t a x a t i o n	t { k ' s 1 S H	t @0 X e1 S x n
t a x i c a b	' t { k s I k { b	t @1 X i0 k @2 b
t a x i d e r m y	' t { k s I d 3 m I	t @1 X x0 d R m i0
t a x o n o m y	t { k ' s Q n @ m I	t @0 X a1 n x0 m i0
t e a	' t i	t i1
t e a c h	' t i J	t i1 C
t e a k	' t i k	t i1 k
t e a m	' t i m	t i1 m
t e a m s t e r	' t i m s t @ R	t i1 m s t R
t e a r	' t 7 R	t E1 r
t e a r	' t 7 R	t I1 r
t e a r	' t 8 R	t E1 r
t e a s e	' t i z	t i1 z
t e a s e l	' t i z P	t i1 z L
t e a s p o o n	' t i s p u n	t i1 s p u2 n
t e a t	' t i t	t I1 t
t e c h n i c	' t E k n I k	t E1 k n I0 k
t e c h n i c a l	' t E k n I k P	t E1 k n I0 k L
t e c h n i c i a n	t E k ' n I S H	t E0 k n I1 S x n
t e c h n i q u e	t E k ' n i k	t E0 k n i1 k
t e c h n o c r a c y	t E k ' n Q k r @ s I	t E0 k n a1 k r x0 s i0
t e c h n o c r a t	' t E k n 5 k r { t	t E1 k n x0 k r @2 t
t e c h n o l o g i c a l	""" t E k n @ ' l Q _ I k P"	t E2 k n x0 l a1 J I0 k L
t e d i o u s	' t i d j @ s	t i1 d i0 x0 s
t e d i u m	' t i d j @ m	t i1 d i0 x0 m
t e e	' t i	t i1
t e e m	' t i m	t i1 m
t e e n y	' t i n I	t i1 n i0
t e e t e r	' t i t @ R	t i1 t R
t e e t h e	' t i D	t i1 D
t e e t o t a l	t i ' t 5 t P	t i1 t o1 t L
t e l e c a s t	' t E l I k # s t	t E1 l I0 k @2 s t
t e l e g r a p h e r	t I ' l E g r @ f @ R	t x0 l E1 g r x0 f R
t e l e g r a p h i c	""" t E l I ' g r { f I k"	t E2 l x0 g r @1 f I0 k
t e l e m e t e r	"' t E l I "" m i t @ R"	t E1 l x0 m i2 t R
t e l e p a t h i c	""" t E l I ' p { T I k"	t E2 l x0 p @1 T I0 k
t e l e p a t h y	t I ' l E p @ T I	t x0 l E1 p x0 T i0
t e l e p h o t o	""" t E l I ' f 5 t 5"	t E2 l x0 f o1 t o0
t e l e s c o p e	' t E l I s k 5 p	t E1 l x0 s k o2 p
t e l e s c o p i c	""" t E l I ' s k Q p I k"	t E2 l x0 s k a1 p I0 k
t e l e v i s i o n	"' t E l I "" v I Z H"	t E1 l x0 v I2 Z x n
t e l l	' t E l	t E1 l
t e l l t a l e	' t E l t 1 l	t E1 l t e2 l
t e m e r i t y	t I ' m E r @ t I	t x0 m E1 r x0 t i0
t e m p e r	' t E m p @ R	t E1 m p R
t e m p e r a m e n t	' t E m p @ r @ m @ n t	t E1 m p x0 r x0 m x0 n t
t e m p e r a m e n t a l	""" t E m p @ r @ ' m E n t P"	t E2 m p x0 r x0 m E1 n t L
t e m p e r a n c e	' t E m p @ r @ n s	t E1 m p x0 r x0 n s
t e m p e r a t e	' t E m p @ r @ t	t E1 m p x0 r x0 t
t e m p e s t	' t E m p I s t	t E1 m p x0 s t
t e m p e s t u o u s	t E m ' p E s t j 9 s	t E0 m p E1 s C Y0 x0 s
t e m p l e	' t E m p P	t E1 m p L
t e m p o	' t E m p 5	t E1 m p o0
t e m p o r a l	' t E m p @ r @ l	t E1 m p x0 r L
t e m p o r a r i l y	' t E m p @ r @ r @ l I	t E2 m p x0 r E1 r x0 l i0
t e m p o r a r y	' t E m p @ r @ r I	t E1 m p x0 r E2 r i0
t e m p o r i z e	' t E m p @ r 2 z	t E1 m p x0 r A2 z
t e m p t	' t E m p t	t E1 m p t
t e m p t a t i o n	t E m p ' t 1 S H	t E0 m p t e1 S x n
t e m p t r e s s	' t E m p t r I s	t E1 m p t r x0 s
t e n	' t E n	t E1 n
t e n a b i l i t y	""" t E n @ ' b I l @ t I"	t E2 n x0 b I1 l x0 t i0
t e n a b l e	' t E n @ b P	t E1 n x0 b L
t e n a c i o u s	t I ' n 1 S @ s	t x0 n e1 S x s
t e n a c i t y	t I ' n { s @ t I	t x0 n @1 s x0 t i0
t e n a n t	' t E n @ n t	t E1 n x0 n t
t e n d e n c y	' t E n d @ n s I	t E1 n d x0 n s i0
t e n d e r	' t E n d @ R	t E1 n d R
t e n d e r f o o t	' t E n d @ f U t	t E1 n d R f U2 t
t e n d e r h e a r t e d	""" t E n d @ ' h # t I d"	t E2 n d R h a r t x0 d
t e n d e r i z e	' t E n d @ r 2 z	t E1 n d x0 r A2 z
t e n d e r l o i n	' t E n d @ l 4 n	t E1 n d R l O2 n
t e n d r i l	' t E n d r @ l	t E1 n d r L
t e n e m e n t	' t E n @ m @ n t	t E1 n x0 m x0 n t
t e n e t	' t E n I t	t E1 n x0 t
t e n f o l d	' t E n f 5 l d	t E1 n f o2 l d
t e n o n	' t E n @ n	t E1 n x0 n
t e n o r	' t E n @ R	t E1 n R
t e n p i n	"' t E n "" p I n"	t E1 n p I2 n
t e n s e	' t E n s	t E1 n s
t e n s i o n	' t E n S H	t E1 n S x n
t e n s i t y	' t E n s @ t I	t E1 n s x0 t i0
t e n t a c l e	' t E n t @ k P	t E1 n t I0 k L
t e n t a t i v e	' t E n t @ t I v	t E1 n t x0 t I0 v
t e n u o u s	' t E n j 9 s	t E1 n Y0 x0 s
t e n u o u s l y	' t E n j 9 s l I	t E1 n Y0 x0 s l i0
t e n u r e	"' t E "" n j 9 R"	t E1 n Y2 r
t e p e e	' t i p i	t i1 p i2
t e p i d	' t E p I d	t E1 p x0 d
t e q u i l a	t @ ' k i l @	t x0 k i l x0
t e r c e n t e n a r y	""" t 3 s E n ' t i n @ r I"	t R s E2 n t E1 n x0 r i0
t e r m	' t 3 m	t R m
t e r m a g a n t	' t 3 m @ g @ n t	t R m x0 g x0 n t
t e r m i n a t e	' t 3 m I n 1 t	t R m x0 n e2 t
t e r m i n a t i o n	""" t 3 m I ' n 1 S H"	t R m x0 n e1 S x n
t e r m i n o l o g y	""" t 3 m I ' n Q l @ _ I"	t R m x0 n a1 l x0 J i0
t e r m i n u s	' t 3 m I n @ s	t R m x0 n x0 s
t e r r a c e	' t E r @ s	t E1 r x0 s
t e r r a i n	t E ' r 1 n	t x0 r e1 n
t e r r a p i n	' t E r @ p I n	t E1 r x0 p x0 n
t e r r e s t r i a l	t @ ' r E s t r 7 l	t x0 r E1 s t r i0 L
t e r r i b l e	' t E r @ b P	t E1 r x0 b L
t e r r i f i c	t @ ' r I f I k	t x0 r I1 f I0 k
t e r r i f y	' t E r I f 2	t E1 r x0 f A2
t e r r i t o r i a l	""" t E r @ ' t $ r 7 l"	t E2 r x0 t o1 r i0 L
t e r r i t o r y	' t E r @ t @ r I	t E1 r x0 t o2 r i0
t e r r o r	' t E r @ R	t E1 r R
t e r s e	' t 3 s	t R s
t e s s e l l a t e	' t E s @ l 1 t	t E1 s x0 l e2 t
t e s t	' t E s t	t E1 s t
t e s t a m e n t	' t E s t @ m @ n t	t E1 s t x0 m x0 n t
t e s t a m e n t a r y	""" t E s t @ ' m E n t @ r I"	t E2 s t x0 m E1 n t x0 r i0
t e s t a t o r	t E ' s t 1 t @ R	t E1 s t e2 t R
t e s t a t r i x	t E ' s t 1 t r I k s	t E0 s t e1 t r I0 X
t e s t e r	' t E s t @ R	t i1 s t R
t e s t e s	' t E s t i z	t E1 s t i2 z
t e s t i c l e	' t E s t I k P	t E1 s t I0 k L
t e s t i f y	' t E s t I f 2	t E1 s t x0 f A2
t e s t i m o n i a l	""" t E s t I ' m 5 n j @ l"	t E2 s t x0 m o1 n i0 L
t e s t i m o n y	' t E s t I m @ n I	t E1 s t x0 m o2 n i0
t e s t i s	' t E s t I s	t E1 s t x0 s
t e s t y	' t E s t I	t E1 s t i0
t e t a n u s	' t E t @ n @ s	t E1 t N x0 s
t e t h e r	' t E D @ R	t E1 D R
t e x t b o o k	' t E k s t b U k	t E1 X t b U2 k
t e x t i l e	' t E k s t 2 l	t E1 X t A2 l
t e x t u a l	' t E k s t j 9 l	t E1 X C Y0 x0 l
t e x t u r e	' t E k s J @ R	t E1 X C R
t h a n	' D { n	D @0 n
t h a n e	' T 1 n	T e1 n
t h a n k	' T { N k	T @1 G k
t h a n k s g i v i n g	"' T { N k s "" g I v I N"	T @0 G k s g I1 v I0 G
t h a t	' D { t	D x0 t
t h a w	' T $	T c1
t h e	' D i	D x0
t h e a t r e	' T 7 t @ R	T i1 x0 t R
t h e a t r i c a l	T I ' { t r I k P	T i0 @1 t r I0 k L
t h e e	' D i	D i1
t h e f t	' T E f t	T E1 f t
t h e i r	' D 8	D E0 r
t h e i r s	' D 8 z	D E1 r z
t h e i s m	' T i I z @ m	T i1 I2 z M0
t h e m	' D E m	D E0 m
t h e m e	' T i m	T i1 m
t h e n	' D E n	D E1 n
t h e n c e f o r w a r d	""" D E n s ' f $ w @ d"	D E0 n s f c1 r w R d
t h e o c r a c y	T I ' Q k r @ s I	T i0 a1 k r x0 s i0
t h e o c r a t i c	T 7 ' k r { t I k	T i0 x0 k r @1 t I0 k
t h e o l o g i a n	T 7 ' l 5 _ @ n	T i2 x0 l o1 J x n
t h e o r e m	' T 7 r @ m	T i1 x0 r x0 m
t h e o r e t i c a l	T 7 ' r E t I k P	T i2 x0 r E1 t I0 k L
t h e o r i z e	' T 7 r 2 z	T i1 x0 r A2 z
t h e o s o p h i c a l	T 7 ' s Q f I k P	T i2 x0 s a1 f I0 k L
t h e o s o p h i s t	T I ' Q s @ f I s t	T i0 a1 s x0 f x0 s t
t h e o s o p h y	T I ' Q s @ f I	T i0 a1 s x0 f i0
t h e r a p e u t i c	""" T E r @ ' p j u t I k"	T E2 r x0 p Y1 t I0 k
t h e r a p y	' T E r @ p I	T E1 r x0 p i0
t h e r e	' D 8 R	D E1 r
t h e r e	' D 8 R	T E2 r
t h e r e a b o u t	""" D 8 r @ ' b 6 t"	D E2 r x0 b W1 t
t h e r e a f t e r	""" D 8 ' r # f t @ R"	D E0 r @1 f t R
t h e r e i n	""" D 8 ' r I n"	D E0 r I n
t h e r e t o	""" D 8 ' t u"	D E0 r t u1
t h e r m a l	' T 3 m P	T R m L
t h e r m o d y n a m i c s	""" T 3 m 5 d 2 ' n { m I k s"	T R m x0 d A0 n @1 m I0 k s
t h e r m o m e t e r	T @ ' m Q m I t @ R	T R m a1 m x0 t R
t h e r m o n u c l e a r	""" T 3 m 5 ' n j u k l 7 R"	T R m o0 n Y1 k l i0 R
t h e r m o p l a s t i c	""" T 3 m 5 ' p l { s t I k"	T R m x0 p l @1 s t I0 k
t h e r m o s e t t i n g	"' T 3 m 5 "" s E t I N"	T R m o0 s E2 t I0 G
t h e r m o s t a t	' T 3 m 5 s t { t	T R m x0 s t @2 t
t h e s p i a n	' T E s p 7 n	T E1 s p i0 x0 n
t h e w	' T j u	T Y1
t h e y	' D 1	D e1
t h i c k	' T I k	T I1 k
t h i c k e n	' T I k @ n	T I1 k x0 n
t h i c k e t	' T I k I t	T I1 k x0 t
t h i c k s e t	""" T I k ' s E t"	T I1 k s E1 t
t h i e f	' T i f	T i1 f
t h i e v e	' T i v	T i1 v
t h i e v e r y	' T i v @ r I	T i1 v x0 r i0
t h i e v e s	' T i v z	T i1 v z
t h i g h	' T 2	T A1
t h i n	' T I n	T I1 n
t h i n g	' T I N	T I1 G
t h i n k	' T I N k	T I1 G k
t h i n n e r	' T I n @ R	T I1 n R
t h i r d	' T 3 d	T R d
t h i r s t	' T 3 s t	T R s t
t h i r t e e n	""" T 3 ' t i n"	T R t i1 n
t h i r t y	' T 3 t I	T R t i0
t h i s	' D I s	D I1 s
t h i s t l e	' T I s P	T I1 s L
t h i t h e r	' D I D @ R	T I1 D R
t h o l e	' T 5 l	T o1 l
t h o n g	' T Q N	T c1 G
t h o r a c e s	' T $ r { k s i z	T x0 r e1 s i2 z
t h o r a x	' T $ r { k s	T o1 r @2 X
t h o r o u g h	' T V r @	T R o0
t h o r o u g h b r e d	' T V r @ b r E d	T R o0 b r E2 d
t h o r o u g h g o i n g	"' T V r @ "" g 5 I N"	T R o0 g o1 I0 G
t h o s e	' D 5 z	D o1 z
t h o u	' D 6	D W1
t h o u g h t	' T $ t	T c1 t
t h o u s a n d	' T 6 z H d	T W1 z N d
t h r e a d	' T r E d	T r E1 d
t h r e a t	' T r E t	T r E1 t
t h r e e	' T r i	T r i1
t h r e n o d y	' T r E n @ d I	T r E1 n x0 d i0
t h r e s h	' T r E S	T r E1 S
t h r e s h o l d	' T r E S h 5 l d	T r E1 S o2 l d
t h r e w	' T r u	T r u
t h r i l l	' T r I l	T r I1 l
t h r i v e n	' T r I v H	T r I1 v x0 n
t h r i v i n g	' T r 2 v I N	T r A1 v I0 G
t h r o a t	' T r 5 t	T r o1 t
t h r o b	' T r Q b	T r a1 b
t h r o m b o s i s	T r Q m ' b 5 s I s	T r a0 m b o1 s x0 s
t h r o n e	' T r 5 n	T r o1 n
t h r o n g	' T r Q N	T r c1 G
t h r o t t l e	' T r Q t P	T r a1 t L
t h r o u g h	' T r u	T r u1
t h r o u g h o u t	T r u ' 6 t	T r u0 W1 t
t h r o u g h w a y	' T r u w 1	T r u1 w e2
t h r o v e	' T r 5 v	T r o1 v
t h r o w	' T r 5	T r o1
t h r o w n	' T r 5 n	T r o1 n
t h r u m	' T r V m	T r ^1 m
t h r u s h	' T r V S	T r ^1 S
t h u g	' T V g	T ^1 g
t h u m b	' T V m	T ^1 m
t h u m p	' T V m p	T ^1 m p
t h u n d e r o u s	' T V n d @ r @ s	T ^1 n d x0 r x0 s
t h u r s d a y	' T 3 z d I	T R z d e0
t h u s	' D V s	D ^1 s
t h w a c k	' T w { k	T w @1 k
t h w a r t	' T w $ t	T w c1 r t
t h y	' D 2	D A2
t h y r o i d	' T 2 r 4 d	T A1 r O2 d
t h y s e l f	D 2 ' s E l f	D A0 s E1 l f
t i a r a	t I ' # r @	t i0 @1 r x0
t i b e t a n	t I ' b E t @ n	t x0 b E1 t N
t i c	' t I k	t I1 k
t i c k	' t I k	t I1 k
t i c k e t	' t I k I t	t I1 k x0 t
t i c k i n g	' t I k I N	t I1 k I0 G
t i c k l e	' t I k P	t I1 k L
t i d a l	' t 2 d P	t A1 d L
t i d b i t	' t I d b I t	t I1 d b I2 t
t i d i n g s	' t 2 d I N z	t A1 d I0 G z
t i d y	' t 2 d I	t A1 d i0
t i e	' t 2	t A1
t i e r	' t 7 R	t I1 r
t i g e r i s h	' t 2 g @ r I S	t A1 g x0 r I0 S
t i g h t	' t 2 t	t A1 t
t i g h t f i s t e d	""" t 2 t ' f I s t I d"	t A1 t f I1 s t x0 d
t i g h t s	' t 2 t s	t A1 t s
t i l e	' t 2 l	t A1 l
t i l l	' t I l	t I1 l
t i l l	' t I l	t I2 l
t i l l a g e	' t I l I _	t I1 l I0 J
t i l l e r	' t I l @ R	t I1 l R
t i l t h	' t I l T	t I1 l T
t i m b e r	' t I m b @ R	t I1 m b R
t i m b e r l i n e	' t I m b @ l 2 n	t I1 m b R l A2 n
t i m b r e l	' t I m b r @ l	t I1 m b r L
t i m e s	' t 2 m z	t A2 m z
t i m i d i t y	t I ' m I d @ t I	t x0 m I1 d x0 t i0
t i m i d l y	' t I m I d l I	t I1 m x0 d l i0
t i m o t h y	' t I m @ T I	t I1 m x0 T i0
t i m p a n i	' t I m p @ n I	t I1 m p x0 n i0
t i n	' t I n	t I1 n
t i n d e r	' t I n d @ R	t I1 n d R
t i n e	' t 2 n	t A1 n
t i n f o i l	' t I n f 4 l	t I1 n f O2 l
t i n g e	' t I n _	t I1 n J
t i n k l e	' t I N k P	t I1 G k L
t i n p l a t e	' t I n p l 1 t	t I1 n p l e1 t
t i n s e l	' t I n s P	t I1 n s L
t i n s m i t h	' t I n s m I T	t I1 n s m I2 T
t i n t	' t I n t	t I1 n t
t i n t i n n a b u l a t i o n	""" t I n t I "" n { b j U ' l 1 S H"	t I2 n t x0 n @2 b Y0 l e1 S x n
t i n y	' t 2 n I	t A1 n i0
t i p	' t I p	t I1 p
t i p p l e	' t I p P	t I1 p L
t i p s t e r	' t I p s t @ R	t I1 p s t R
t i p s y	' t I p s I	t I1 p s i0
t i p t o e	' t I p t 5	t I1 p t o2
t i r a d e	t 2 ' r 1 d	t A0 r e1 d
t i r e	' t 2 @ R	t A1 r
t i r e l e s s	' t 2 @ l I s	t A1 r l x0 s
t i s s u e	' t I S u	t I1 S u0
t i t	' t I t	t I1 t
t i t a n	' t 2 t @ n	t A1 t N
t i t a n i c	t 2 ' t { n I k	t A1 t @1 n I0 k
t i t a n i u m	t I ' t 1 n 7 m	t A0 t e1 n i0 x0 m
t i t b i t	' t I t b I t	t I1 t b I2 t
t i t i l l a t e	' t I t I l 1 t	t I1 t L e2 t
t i t l e	' t 2 t P	t A1 t L
t i t l e d	' t 2 t P d	t A1 t L d
t i t m o u s e	' t I t m 6 s	t I1 t m W2 s
t i t t e r	' t I t @ R	t I1 t R
t i t t l e	' t I t P	t I1 t L
t o	' t u	t u1
t o a d	' t 5 d	t o1 d
t o a d y	' t 5 d I	t o1 d i0
t o a s t	' t 5 s t	t o1 s t
t o a s t m a s t e r	"' t 5 s t "" m # s t @ R"	t o1 s t m @2 s t R
t o b a c c o	t @ ' b { k 5	t x0 b @1 k o0
t o b o g g a n	t @ ' b Q g @ n	t x0 b a1 g x0 n
t o c s i n	' t Q k s I n	t a1 k s x0 n
t o d a y	t @ ' d 1	t x0 d e1
t o d d l e	' t Q d P	t a1 d L
t o d d y	' t Q d I	t a1 d i0
t o e	' t 5	t o1
t o e n a i l	' t 5 n 1 l	t o1 n e2 l
t o g a	' t 5 g @	t o1 g x0
t o g e t h e r	t @ ' g E D @ R	t x0 g E1 D R
t o i l	' t 4 l	t O1 l
t o i l e t	' t 4 l I t	t O1 l x0 t
t o i l e t r y	' t 4 l I t r I	t O1 l x0 t r i0
t o l d	' t 5 l d	t o1 l d
t o l e r a b l e	' t Q l @ r @ b P	t a1 l x0 r x0 b L
t o l e r a n c e	' t Q l @ r @ n s	t a1 l x0 r x0 n s
t o l e r a t e	' t Q l @ r 1 t	t a1 l x0 r e2 t
t o l e r a t i o n	""" t Q l @ ' r 1 S H"	t a2 l x0 r e1 S x n
t o l l	' t 5 l	t o1 l
t o m a t o	t @ ' m # t 5	t x0 m e1 t o0
t o m b	' t u m	t u1 m
t o m b o y	' t Q m b 4	t a1 m b O2
t o m b s t o n e	' t u m s t 5 n	t u1 m s t o2 n
t o m f o o l e r y	t Q m ' f u l @ r I	t a0 m f u1 l x0 r i0
t o n	' t V n	t ^1 n
t o n a l	' t 5 n P	t o1 n L
t o n e	' t 5 n	t o1 n
t o n g s	' t Q N z	t a1 G z
t o n i c	' t Q n I k	t a1 n I0 k
t o n i g h t	t @ ' n 2 t	t x0 n A1 t
t o n n a g e	' t V n I _	t ^1 n I0 J
t o n s i l	' t Q n s P	t a1 n s L
t o n s u r e	' t Q n S @ R	t a1 n C R
t o o	' t u	t u1
t o o k	' t U k	t U1 k
t o o t	' t u t	t u1 t
t o o t h a c h e	' t u T 1 k	t u1 T e2 k
t o o t h l e s s	' t u T l I s	t u1 T l x0 s
t o p c o a t	' t Q p k 5 t	t a1 p k o2 t
t o p e	' t 5 p	t o1 p
t o p e r	' t 5 p @ R	t o1 p R
t o p i c	' t Q p I k	t a1 p I0 k
t o p o g r a p h y	t @ ' p Q g r @ f I	t x0 p a1 g r x0 f i0
t o p p i n g	' t Q p I N	t a1 p I0 G
t o p p l e	' t Q p P	t a1 p L
t o p s	' t Q p s	t a1 p s
t o p s a i l	' t Q p s P	t a1 p s e2 l
t o r c h	' t $ J	t c1 r C
t o r e	' t $ R	t o1 r
t o r e a d o r	' t Q r 7 d $ R	t c1 r i0 x0 d c2 r
t o r m e n t	' t $ m E n t	t c1 r m E2 n t
t o r m e n t	t $ ' m E n t	t c0 r m E1 n t
t o r n	' t $ n	t o1 r n
t o r n a d o	t $ ' n 1 d 5	t c0 r n e1 d o0
t o r p e d o	t $ ' p i d 5	t c0 r p i1 d o0
t o r p i d i t y	t $ ' p I d @ t I	t c0 r p I1 d x0 t i0
t o r q u e	' t $ k	t c1 r k
t o r r e n t	' t Q r @ n t	t c1 r x0 n t
t o r r e n t i a l	t @ ' r E n S P	t c0 r E1 n C L
t o r r i d	' t Q r I d	t c1 r x0 d
t o r s i o n	' t $ S H	t c1 r S x n
t o r s o	' t $ s 5	t c1 r s o0
t o r t	' t $ t	t c1 r t
t o r t i l l a	t $ ' t i j @	t c0 r t i1 a0
t o r t o i s e	' t $ t @ s	t c1 r t x0 s
t o r t u r e	' t $ J @ R	t c1 r C R
t o r y	' t $ r I	t o1 r i0
t o s s	' t Q s	t c1 s
t o t	' t Q t	t a1 t
t o t a l i t a r i a n	""" t 5 t { l I ' t 8 r 7 n"	t o0 t @2 l x0 t E1 r i0 x0 n
t o t a l i t y	t 5 ' t { l @ t I	t o0 t @1 l x0 t i0
t o t e	' t 5 t	t o1 t
t o t e m	' t 5 t @ m	t o1 t x0 m
t o u c h	' t V J	t ^1 C
t o u c h d o w n	' t V J d 6 n	t ^1 C d W2 n
t o u c h s t o n e	' t V J s t 5 n	t ^1 C s t o2 n
t o u p e e	' t u p 1	t u0 p e1
t o u r	' t 9 R	t U1 r
t o u r i s t	' t 9 r I s t	t U1 r x0 s t
t o u s l e	' t 6 z P	t W1 z L
t o u t	' t 6 t	t W1 t
t o w	' t 5	t o1
t o w a r d s	t @ ' w $ d z	t o1 R d z
t o w e l	' t 6 @ l	t W1 L
t o w e r	' t 6 @ R	t W1 R
t o w n	' t 6 n	t W1 n
t o w n s f o l k	' t 6 n z f 5 k	t W1 n z f o2 k
t o w n s h i p	' t 6 n S I p	t W1 n S I2 p
t o w n s m a n	' t 6 n z m @ n	t W1 n z m x0 n
t o w p a t h	' t 5 p # T	t o1 p @2 T
t o x i c o l o g i s t	""" t Q k s I ' k Q l @ _ I s t"	t a2 X x0 k a1 l x0 J x0 s t
t o x i n	' t Q k s I n	t a1 X x0 n
t o y	' t 4	t O1
t r a c e	' t r 1 s	t r e1 s
t r a c h e a	t r @ ' k i @	t r e1 k i0 x0
t r a c k	' t r { k	t r @1 k
t r a c t	' t r { k t	t r @1 k t
t r a c t a b l e	' t r { k t @ b P	t r @1 k t x0 b L
t r a c t i o n	' t r { k S H	t r @1 k S x n
t r a c t o r	' t r { k t @ R	t r @1 k t R
t r a d e	' t r 1 d	t r e1 d
t r a d e r	' t r 1 d @ R	t r e1 d R
t r a d e s m a n	' t r 1 d z m @ n	t r e1 d z m x0 n
t r a d u c e	t r @ ' d j u s	t r x0 d Y1 s
t r a f f i c	' t r { f I k	t r @1 f I0 k
t r a g e d i a n	t r @ ' _ i d j @ n	t r x0 J i1 d i0 x0 n
t r a g e d i e n n e	"t r @ "" _ i d I ' E n"	t r x0 J i2 d i0 E1 n
t r a g e d y	' t r { _ @ d I	t r @1 J x0 d i0
t r a g i c	' t r { _ I k	t r @1 J I0 k
t r a i l	' t r 1 l	t r e1 l
t r a i n	' t r 1 n	t r e1 n
t r a i t	' t r 1	t r e1 t
t r a i t o r	' t r 1 t @ R	t r e1 t R
t r a j e c t o r y	t r @ ' _ E k t @ r I	t r x0 J E1 k t x0 r i0
t r a m	' t r { m	t r @1 m
t r a m m e l	' t r { m P	t r @1 m L
t r a m p	' t r { m p	t r @1 m p
t r a m p l e	' t r { m p P	t r @1 m p L
t r a n c e	' t r # n s	t r @1 n s
t r a n q u i l	' t r { N k w I l	t r @1 G k w0 L
t r a n q u i l l i z e	' t r { N k w I l 2 z	t r @1 G k w0 x l A2 z
t r a n q u i l l y	' t r { N k w I l I	t r @1 G k w0 x l i0
t r a n s a c t	t r { n ' z { k t	t r @0 n s @1 k t
t r a n s a t l a n t i c	""" t r { n z @ t ' l { n t I k"	t r @2 n s x0 t l @1 n t I0 k
t r a n s c e n d	t r { n ' s E n d	t r @0 n s E1 n d
t r a n s c o n t i n e n t a l	""" t r { n z "" k Q n t I ' n E n t P"	t r @2 n s k a2 n t N E1 n t L
t r a n s c r i b e	t r { n ' s k r 2 b	t r @0 n s k r A1 b
t r a n s c r i p t	' t r { n s k r I p t	t r @1 n s k r I2 p t
t r a n s e p t	' t r { n s E p t	t r @1 n s E2 p t
t r a n s f e r	' t r { n s f 3 R	t r @0 n s f R
t r a n s f e r	' t r { n s f 3 R	t r @1 n s f R
t r a n s f e r e n c e	' t r { n s f @ r @ n s	t r @0 n s f R x0 n s
t r a n s f i g u r a t i o n	""" t r { n s f I g @ ' r 1 S H"	t r @2 n s f I2 g Y0 r e1 S x n
t r a n s f i x	t r { n s ' f I k s	t r @0 n s f I1 X
t r a n s f o r m	t r { n s ' f $ m	t r @0 n s f c1 r m
t r a n s f o r m a t i o n	""" t r { n s f @ ' m 1 S H"	t r @2 n s f R m e1 S x n
t r a n s f o r m e r	t r { n s ' f $ m @ R	t r @0 n s f c1 r m R
t r a n s f u s e	t r { n s ' f j u z	t r @0 n s f Y1 z
t r a n s g r e s s	t r { n s ' g r E s	t r @0 n s g r E1 s
t r a n s i e n t	' t r { n z 7 n t	t r @1 n C x0 n t
t r a n s i s t o r	t r { n ' s I s t @ R	t r @0 n z I1 s t R
t r a n s i t i o n	t r { n ' s I Z H	t r @0 n s I1 S x n
t r a n s i t i v e	' t r { n s @ t I v	t r @1 n s x0 t I0 v
t r a n s i t o r y	' t r { n s I t @ r I	t r @1 n s x0 t o2 r i0
t r a n s l a t a b l e	t r { n s ' l 1 t @ b P	t r @0 n s l e1 t x0 b L
t r a n s m i g r a t i o n	""" t r { n z m 2 ' g r 1 S H"	t r @2 n s m A0 g r e1 S x n
t r a n s m u t a t i o n	""" t r { n z m j u ' t 1 S H"	t r @2 n s m Y0 t e1 S x n
t r a n s o c e a n i c	""" t r { n z "" 5 S I ' { n I k"	t r @2 n s o2 S i0 @1 n I0 k
t r a n s o m	' t r { n s @ m	t r @1 n s x0 m
t r a n s p a r e n t	t r { n ' s p { r @ n t	t r @0 n s p @1 r x0 n t
t r a n s p i r a t i o n	""" t r { n s p I ' r 1 S H"	t r @2 n s p x0 r e1 S x n
t r a n s p l a n t	' t r { n s p l # n t	t r @0 n s p l @1 n t
t r a n s p l a n t	' t r { n s p l # n t	t r @1 n s p l @2 n t
t r a n s p l a n t	t r { n s ' p l # n t	t r @0 n s p l @1 n t
t r a n s p l a n t a t i o n	""" t r { n s p l # n ' t 1 S H"	t r @2 n s p l @2 n t e1 S x n
t r a n s p o r t	' t r { n s p $ t	t r @0 n s p o1 r t
t r a n s p o r t	' t r { n s p $ t	t r @1 n s p o2 r t
t r a n s p o r t	t r { n s ' p $ t	t r @0 n s p o1 r t
t r a n s p o r t	t r { n s ' p $ t	t r @1 n s p o2 r t
t r a n s p o r t e r	t r { n s ' p $ t @ R	t r @0 n s p o1 r t R
t r a n s p o s e	t r { n s ' p 5 z	t r @0 n s p o1 z
t r a n s s h i p	t r { n s ' S I p	t r @0 n s S I1 p
t r a n s v e r s e	' t r { n z v 3 s	t r @0 n s v R s
t r a n s v e r s e	' t r { n z v 3 s	t r @1 n s v R s
t r a p	' t r { p	t r @1 p
t r a p d o o r	""" t r { p ' d $ R"	t r @1 p d o1 r
t r a p e z e	t r @ ' p i z	t r @0 p i1 z
